[11-Feb-2021 11:31:02 UTC] PHP Warning:  mysqli_real_connect(): (HY000/1045): Access denied for user ' opetitcoin'@'localhost' (using password: YES) in /var/www/html/Apotheose/OpetitCoin/project-site-de-notation/backend/wordpress/wp/wp-includes/wp-db.php on line 1653
[16-Feb-2021 11:23:22 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:22 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:22 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:22 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:22 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:22 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:22 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:22 UTC] PHP Warning:  Illegal offset type in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1388
[16-Feb-2021 11:23:22 UTC] PHP Stack trace:
[16-Feb-2021 11:23:22 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:22 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:22 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:22 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:22 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:22 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:22 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:22 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:22 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:22 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:22 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:25 UTC] PHP Notice:  Array to string conversion in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1360
[16-Feb-2021 11:23:25 UTC] PHP Stack trace:
[16-Feb-2021 11:23:25 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:25 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:25 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:25 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:25 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:25 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:25 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:25 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:25 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:25 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:25 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:25 UTC] PHP Warning:  Illegal offset type in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1388
[16-Feb-2021 11:23:25 UTC] PHP Stack trace:
[16-Feb-2021 11:23:25 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:25 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:25 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:25 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:25 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:25 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:25 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:25 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:25 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:25 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:25 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:27 UTC] PHP Notice:  Array to string conversion in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1360
[16-Feb-2021 11:23:27 UTC] PHP Stack trace:
[16-Feb-2021 11:23:27 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:27 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:27 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:27 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:27 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:27 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:27 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:27 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:27 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:27 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:27 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:27 UTC] PHP Warning:  Illegal offset type in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1388
[16-Feb-2021 11:23:27 UTC] PHP Stack trace:
[16-Feb-2021 11:23:27 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:27 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:27 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:27 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:27 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:27 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:27 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:27 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:27 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:27 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:27 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:52 UTC] PHP Notice:  Array to string conversion in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1360
[16-Feb-2021 11:23:52 UTC] PHP Stack trace:
[16-Feb-2021 11:23:52 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:52 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:52 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:52 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:52 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:52 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:52 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:52 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:52 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:52 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:52 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:52 UTC] PHP Warning:  Illegal offset type in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1388
[16-Feb-2021 11:23:52 UTC] PHP Stack trace:
[16-Feb-2021 11:23:52 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:52 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:52 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:52 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:52 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:52 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:52 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:52 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:52 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:52 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:52 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:54 UTC] PHP Notice:  Array to string conversion in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1360
[16-Feb-2021 11:23:54 UTC] PHP Stack trace:
[16-Feb-2021 11:23:54 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:54 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:54 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:54 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:54 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:54 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:54 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:54 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:54 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:54 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:54 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:54 UTC] PHP Warning:  Illegal offset type in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1388
[16-Feb-2021 11:23:54 UTC] PHP Stack trace:
[16-Feb-2021 11:23:54 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:0
[16-Feb-2021 11:23:54 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/plugins.php:10
[16-Feb-2021 11:23:54 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:54 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
[16-Feb-2021 11:23:54 UTC] PHP   5. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php:128
[16-Feb-2021 11:23:54 UTC] PHP   6. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php:557
[16-Feb-2021 11:23:54 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 11:23:54 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:23:54 UTC] PHP   9. OpetitCoin\Rest\Comments::registerMetas() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:23:54 UTC] PHP  10. register_post_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/Comments.php:109
[16-Feb-2021 11:23:54 UTC] PHP  11. register_meta() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/post.php:2200
[16-Feb-2021 11:23:57 UTC] PHP Notice:  Array to string conversion in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/meta.php on line 1360
[16-Feb-2021 11:23:57 UTC] PHP Stack trace:
[16-Feb-2021 11:23:57 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/edit-comments.php:0
[16-Feb-2021 11:23:57 UTC] PHP   2. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/edit-comments.php:10
[16-Feb-2021 11:23:57 UTC] PHP   3. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin.php:34
[16-Feb-2021 11:23:57 UTC] PHP   4. require_once() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php:42
